EVTDESCrussianeventsR.2;Runaway serfs fleeing drafts and heavy thites imposed upon the peasantry of the troubled Russias seem to be amassing in significant hosts in the region of Zaporozhia. They might just be looking for free pasture and living, but some fear this development might shake the foundations of serfdom, others fear even their already proven military capabilites.;;;;;;;;;;;;;x
EVTOPTArussianevents.2;I'd preffer if they paid taxes... but they might be of use in the battlefield.;;;;;;;;;;;;;x
EVTOPTBrussianevents.2;It is not as if we didn't have ocious peasants.;;;;;;;;;;;;;x
EVTNAMErussianevents.3;Rise of the Kuban Cossacks!;;;;;;;;;;;;;x
EVTDESCrussianeventsR.3;Runaway serfs fleeing drafts and heavy thites imposed upon the peasantry of the troubled Russias seem to be amassing in significant hosts in the region of Kuban. They might just be looking for free pasture and living, but some fear this development might shake the foundations of serfdom, others fear even their already proven military capabilites.;;;;;;;;;;;;;x
EVTOPTArussianevents.3;I'd preffer if they paid taxes... but they might be of use in the battlefield.;;;;;;;;;;;;;x
EVTOPTBrussianevents.3;It is not as if we didn't have ocious peasants.;;;;;;;;;;;;;x
EVTNAMErussianevents.4;Rise of the Terek Cossacks!;;;;;;;;;;;;;x
EVTDESCrussianeventsR.4;Runaway serfs fleeing drafts and heavy thites imposed upon the peasantry of the troubled Russias seem to be amassing in significant hosts along the river Terek. They might just be looking for free pasture and living, but some fear this development might shake the foundations of serfdom, others fear even their already proven military capabilites.;;;;;;;;;;;;;x
EVTOPTArussianevents.4;I'd preffer if they paid taxes... but they might be of use in the battlefield.;;;;;;;;;;;;;x
EVTOPTBrussianevents.4;It is not as if we didn't have ocious peasants.;;;;;;;;;;;;;x
EVTNAMErussianevents.5;Rise of the Ural Cossacks!;;;;;;;;;;;;;x
EVTDESCrussianeventsR.5;Runaway serfs fleeing drafts and heavy thites imposed upon the peasantry of the troubled Russias seem to be amassing in significant hosts along the region of the Ural. They might just be looking for free pasture and living, but some fear this development might shake the foundations of serfdom, others fear even their already proven military capabilites.;;;;;;;;;;;;;x
EVTOPTArussianevents.5;I'd preffer if they paid taxes... but they might be of use in the battlefield.;;;;;;;;;;;;;x
EVTOPTBrussianevents.5;It is not as if we didn't have ocious peasants.;;;;;;;;;;;;;x
EVTNAMErussianevents.6;Rise of the Orenburg Cossacks!;;;;;;;;;;;;;x
EVTDESCrussianeventsR.6;Runaway serfs fleeing drafts and heavy thites imposed upon the peasantry of the troubled Russias seem to be amassing in significant hosts around Orenburg. They might just be looking for free pasture and living, but some fear this development might shake the foundations of serfdom, others fear even their already proven military capabilites.;;;;;;;;;;;;;x
EVTOPTArussianevents.6;I'd preffer if they paid taxes... but they might be of use in the battlefield.;;;;;;;;;;;;;x
EVTOPTBrussianevents.6;It is not as if we didn't have ocious peasants.;;;;;;;;;;;;;x
EVTNAMErussianevents.7;Rise of the Astrakhan Cossacks!;;;;;;;;;;;;;x
EVTDESCrussianeventsR.7;Runaway serfs fleeing drafts and heavy thites imposed upon the peasantry of the troubled Russias seem to be amassing in significant hosts around Astrakhan. They might just be looking for free pasture and living, but some fear this development might shake the foundations of serfdom, others fear even their already proven military capabilites.;;;;;;;;;;;;;x
EVTOPTArussianevents.7;I'd preffer if they paid taxes... but they might be of use in the battlefield.;;;;;;;;;;;;;x
EVTOPTBrussianevents.7;It is not as if we didn't have ocious peasants.;;;;;;;;;;;;;x
EVTNAMErussianevents.8;Rise of the Semirechye Cossacks!;;;;;;;;;;;;;x
EVTDESCrussianeventsR.8;Runaway serfs fleeing drafts and heavy thites imposed upon the peasantry of the troubled Russias seem to be amassing in significant hosts in the region of the Semiriche. They might just be looking for free pasture and living, but some fear this development might shake the foundations of serfdom, others fear even their already proven military capabilites.;;;;;;;;;;;;;x
EVTOPTArussianevents.8;I'd preffer if they paid taxes... but they might be of use in the battlefield.;;;;;;;;;;;;;x
EVTOPTBrussianevents.8;It is not as if we didn't have ocious peasants.;;;;;;;;;;;;;x
EVTNAMErussianevents.9;Rise of the Baikal Cossacks!;;;;;;;;;;;;;x
EVTDESCrussianeventsR.9;Runaway serfs fleeing drafts and heavy thites imposed upon the peasantry of the troubled Russias seem to be amassing in significant hosts along lake Baikal. They might just be looking for free pasture and living, but some fear this development might shake the foundations of serfdom, others fear even their already proven military capabilites.;;;;;;;;;;;;;x
EVTOPTArussianevents.9;I'd preffer if they paid taxes... but they might be of use in the battlefield.;;;;;;;;;;;;;x
EVTOPTBrussianevents.9;It is not as if we didn't have ocious peasants.;;;;;;;;;;;;;x
EVTNAMErussianevents.10;Rise of the Amur Cossacks!;;;;;;;;;;;;;x
EVTDESCrussianeventsR.10;Runaway serfs fleeing drafts and heavy thites imposed upon the peasantry of the troubled Russias seem to be amassing in significant hosts along the river Amur. They might just be looking for free pasture and living, but some fear this development might shake the foundations of serfdom, others fear even their already proven military capabilites.;;;;;;;;;;;;;x
EVTOPTArussianevents.10;I'd preffer if they paid taxes... but they might be of use in the battlefield.;;;;;;;;;;;;;x
EVTOPTBrussianevents.10;It is not as if we didn't have ocious peasants.;;;;;;;;;;;;;x
EVTNAMErussianevents.11;Rise of the Ussuri Cossacks!;;;;;;;;;;;;;x
EVTDESCrussianeventsR.11;Runaway serfs fleeing drafts and heavy thites imposed upon the peasantry of the troubled Russias seem to be amassing in significant hosts along the river Ussuri. They might just be looking for free pasture and living, but some fear this development might shake the foundations of serfdom, others fear even their already proven military capabilites.;;;;;;;;;;;;;x
EVTOPTArussianevents.11;I'd preffer if they paid taxes... but they might be of use in the battlefield.;;;;;;;;;;;;;x
EVTOPTBrussianevents.11;It is not as if we didn't have ocious peasants.;;;;;;;;;;;;;x
EVTNAMErussianevents.12;Rise of the Povolzhye Cossacks!;;;;;;;;;;;;;x
EVTDESCrussianeventsR.12;Runaway serfs fleeing drafts and heavy thites imposed upon the peasantry of the troubled Russias seem to be amassing in significant hosts along the river Volga. They might just be looking for free pasture and living, but some fear this development might shake the foundations of serfdom, others fear even their already proven military capabilites.;;;;;;;;;;;;;x
EVTOPTArussianevents.12;I'd preffer if they paid taxes... but they might be of use in the battlefield.;;;;;;;;;;;;;x
EVTOPTBrussianevents.12;It is not as if we didn't have ocious peasants.;;;;;;;;;;;;;x
EVTNAMErussianevents.13;Rise of the Bug Cossacks!;;;;;;;;;;;;;x
EVTDESCrussianeventsR.13;Runaway serfs fleeing drafts and heavy thites imposed upon the peasantry of the troubled Russias seem to be amassing in significant hosts along the river Bug. They might just be looking for free pasture and living, but some fear this development might shake the foundations of serfdom, others fear even their already proven military capabilites.;;;;;;;;;;;;;x
EVTOPTArussianevents.13;I'd preffer if they paid taxes... but they might be of use in the battlefield.;;;;;;;;;;;;;x
EVTOPTBrussianevents.13;It is not as if we didn't have ocious peasants.;;;;;;;;;;;;;x
EVTNAMErussianevents.14;Rise of the Siberian Cossacks!;;;;;;;;;;;;;x
EVTDESCrussianeventsR.14;Runaway serfs fleeing drafts and heavy thites imposed upon the peasantry of the troubled Russias seem to be amassing in significant hosts in Siberia. They might just be looking for free pasture and living, but some fear this development might shake the foundations of serfdom, others fear even their already proven military capabilites.;;;;;;;;;;;;;x
EVTOPTArussianevents.14;I'd preffer if they paid taxes... but they might be of use in the battlefield.;;;;;;;;;;;;;x
EVTOPTBrussianevents.14;It is not as if we didn't have ocious peasants.;;;;;;;;;;;;;x
