#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_dadi ;Dadi;Dadi;Dadi;;Dadi;;;;;;;;;
b_chaladidi ;Chaladidi;Chaladidi;Chaladidi;;Chaladidi;;;;;;;;;
b_chkondidi ;Chkondidi;Chkondidi;Chkondidi;;Chkondidi;;;;;;;;;
b_nokalakevi;Nokalakevi;Nokalakevi;Nokalakevi;;Nokalakevi;;;;;;;;;
b_tsaishi;Tsaishi;Tsaishi;Tsaishi;;Tsaishi;;;;;;;;;
b_ushguli;Ushguli;Ushguli;Ushguli;;Ushguli;;;;;;;;;
b_seti;Seti;Seti;Seti;;Seti;;;;;;;;;
b_tsageri;Tsageri;Tsageri;Tsageri;;Tsageri;;;;;;;;;
b_kasriskari;Kasriskari;Kasriskari;Kasriskari;;Kasriskari;;;;;;;;;
b_mamisoni;Mamisoni;Mamisoni;Mamisoni;;Mamisoni;;;;;;;;;
b_truso;Truso;Truso;Truso;;Truso;;;;;;;;;
b_artanuji;Artanuji;Artanuji;Artanuji;;Artanuji;;;;;;;;;
b_khupati;Khupati;Khupati;Khupati;;Khupati;;;;;;;;;
b_doliskana;Doliskana;Doliskana;Doliskana;;Doliskana;;;;;;;;;
b_parkhali;Parkhali;Parkhali;Parkhali;;Parkhali;;;;;;;;;
b_akhaltsikhe;Akhaltsikhe;Akhaltsikhe;Akhaltsikhe;;Akhaltsikhe;;;;;;;;;
b_artaani;Artaani;Artaani;Artaani;;Artaani;;;;;;;;;
b_dadasheni;Dadasheni;Dadasheni;Dadasheni;;Dadasheni;;;;;;;;;
b_tetritsikhe;Tetritsikhe;Tetritsikhe;Tetritsikhe;;Tetritsikhe;;;;;;;;;
b_mutso;Mutso;Mutso;Mutso;;Mutso;;;;;;;;;
b_shatili;Shatili;Shatili;Shatili;;Shatili;;;;;;;;;
b_stepantsminda;Stepantsminda;Stepantsminda;Stepantsminda;;Stepantsminda;;;;;;;;;
b_indurta;Indurta;Indurta;Indurta;;Indurta;;;;;;;;;
b_omalo;Omalo;Omalo;Omalo;;Omalo;;;;;;;;;
b_dartlo;Dartlo;Dartlo;Dartlo;;Dartlo;;;;;;;;;
b_qabala;Qabala;Qabala;Qabala;;Qabala;;;;;;;;;
b_vartashen;Vartashen;Vartashen;Vartashen;;Vartashen;;;;;;;;;
b_nij;Nij;Nij;Nij;;Nij;;;;;;;;;
b_khornabuji;Khornabuji;Khornabuji;Khornabuji;;Khornabuji;;;;;;;;;
b_shamkhor;Shamkhor;Shamkhor;Shamkhor;;Shamkhor;;;;;;;;;
b_khirsa;Khirsa;Khirsa;Khirsa;;Khirsa;;;;;;;;;
b_ganja;Ganja;Ganja;Ganja;;Ganja;;;;;;;;;
c_apsilia;Apsilia;Apsilia;Apsilia;;Apsilia;;;;;;;;;
b_tsabal;Tsabal;Tsabal;Tsabal;;Tsabal;;;;;;;;;
b_aqwa;Aqwa;Aqwa;Aqwa;;Aqwa;;;;;;;;;
b_myke;Myke;Myke;Myke;;Myke;;;;;;;;;
b_skotor;Skotor;Skotor;Skotor;;Skotor;;;;;;;;;
b_kaghankatuyk;Kaghankatuyk;Kaghankatuyk;Kaghankatuyk;;Kaghankatuyk;;;;;;;;;
c_abasgia;Abasgia;Abasgia;Abasgia;;Abasgia;;;;;;;;;
b_anakopia;Anakopia;Anakopia;Anakopia;;Anakopia;;;;;;;;;
b_sania;Sania;Sania;Sania;;Sania;;;;;;;;;
b_pitsunda;Pitsunda;Pitsunda;Pitsunda;;Pitsunda;;;;;;;;;
b_abaatha;Abaatha;Abaatha;Abaatha;;Abaatha;;;;;;;;;
b_vaykunik;Vaykunik;Vaykunik;Vaykunik;;Vaykunik;;;;;;;;;
b_derbent;Derbent;Derbent;Derbent;;Derbent;;;;;;;;;
b_chura;Chura;Chura;Chura;;Chura;;;;;;;;;
b_kra;Kra;Kra;Kra;;Kra;;;;;;;;;
b_psyfabe;Psyfabe;Psyfabe;Psyfabe;;Psyfabe;;;;;;;;;
b_zikhopolis;Zikhopolis;Zikhopolis;Zikhopolis;;Zikhopolis;;;;;;;;;
b_arkhyz;Arkhyz;Arkhyz;Arkhyz;;Arkhyz;;;;;;;;;
b_sapaksi;Sapaksi;Sapaksi;Sapaksi;;Sapaksi;;;;;;;;;
c_kasogia;Kasogia;Kasogia;Kasogia;;Kasogia;;;;;;;;;
c_imereti;Imereti;Imereti;Imereti;;Imereti;;;;;;;;;
b_geguti;Geguti;Geguti;Geguti;;Geguti;;;;;;;;;
b_kutaisi;Kutaisi;Kutaisi;Kutaisi;;Kutaisi;;;;;;;;;
b_bagrati;Bagrati;Bagrati;Bagrati;;Bagrati;;;;;;;;;
b_khoni;Khoni;Khoni;Khoni;;Khoni;;;;;;;;;
b_zedazeni;Zedazeni;Zedazeni;Zedazeni;;Zedazeni;;;;;;;;;
b_tianeti;Tianeti;Tianeti;Tianeti;;Tianeti;;;;;;;;;
b_batumi;Batumi;Batumi;Batumi;;Batumi;;;;;;;;;
b_oltisi;Oltisi;Oltisi;Oltisi;;Oltisi;;;;;;;;;
c_taman;Taman;Taman;Taman;;Taman;;;;;;;;;
b_tmutarakan;Tmutarakan;Tmutarakan;Tmutarakan;;Tmutarakan;;;;;;;;;
b_mapa;Mapa;Mapa;Mapa;;Mapa;;;;;;;;;
b_bata;Bata;Bata;Bata;;Bata;;;;;;;;;
b_mavrolaco;Mavrolaco;Mavrolaco;Mavrolaco;;Mavrolaco;;;;;;;;;
b_shakrak;Shakrak;Shakrak;Shakrak;;Shakrak;;;;;;;;;
b_balzimachi;Balzimachi;Balzimachi;Balzimachi;;Balzimachi;;;;;;;;;
b_taro;Taro;Taro;Taro;;Taro;;;;;;;;;
b_kasay;Kasay;Kasay;Kasay;;Kasay;;;;;;;;;
b_narus;Narus;Narus;Narus;;Narus;;;;;;;;;
b_oraq;Oraq;Oraq;Oraq;;Oraq;;;;;;;;;
b_uarp-fidar;Uarp-Fidar;Uarp-Fidar;Uarp-Fidar;;Uarp-Fidar;;;;;;;;;
b_adniukh;Adniukh;Adniukh;Adniukh;;Adniukh;;;;;;;;;
b_gata;Gata;Gata;Gata;;Gata;;;;;;;;;
b_alabugi;Alabugi;Alabugi;Alabugi;;Alabugi;;;;;;;;;
b_kelenshi;Kelenshi;Kelenshi;Kelenshi;;Kelenshi;;;;;;;;;
b_khatay-khabchak;Khatay-Khabchak;Khatay-Khabchak;Khatay-Khabchak;;Khatay-Khabchak;;;;;;;;;
b_kasbulat;Kasbulat;Kasbulat;Kasbulat;;Kasbulat;;;;;;;;;
b_soltan;Soltan;Soltan;Soltan;;Soltan;;;;;;;;;
b_navruz;Navruz;Navruz;Navruz;;Navruz;;;;;;;;;
b_araq;Araq;Araq;Araq;;Araq;;;;;;;;;
d_vainakhia;Vainakhia;Vainakhia;Vainakhia;;Vainakhia;;;;;;;;;
d_adyghea;Adyghea;Adyghea;Adyghea;;Adyghea;;;;;;;;;
d_siracena;Siracena;Siracena;Siracena;;Siracena;;;;;;;;;
d_kakheti;Kakheti;Kakheti;Kakheti;;Kakheti;;;;;;;;;
b_chaladidi;Chaladidi;Chaladidi;Chaladidi;;Chaladidi;;;;;;;;;
b_chkondidi;Chkondidi;Chkondidi;Chkondidi;;Chkondidi;;;;;;;;;
b_rukel;Rukel;Rukel;Rukel;;Rukel;;;;;;;;;
d_egrisi;Egrisi;Egrisi;Egrisi;;Egrisi;;;;;;;;;
d_tmutarakan;Tmutarakan;Tmutarakan;Tmutarakan;;Tmutarakan;;;;;;;;;
d_cambysene;Cambysene;Cambysene;Cambysene;;Cambysene;;;;;;;;;
d_shirvan;Shirvan;Shirvan;Shirvan;;Shirvan;;;;;;;;;
d_azerbaijan;Azerbaijan;Azerbaijan;Azerbaijan;;Azerbaijan;;;;;;;;;
d_sarir;Sarir;Sarir;Sarir;;Sarir;;;;;;;;;
k_alpan;Alpan;Alpan;Alpan;;Alpan;;;;;;;;;
